commodity,office_code,wbs_element,period,key,Implementation Reqs,Implementation Shortfalls,Implementation Reqs FCR,Implementation Shortfalls FCR
Sorghum/Millet,CMCO,CM01.01.011.URT1,2020-01-01,Sorghum/MilletCMCOCM01.01.011.URT143831,602.175,0,541521.2126,0
Split Peas,CMCO,CM01.01.011.URT1,2020-01-01,Split PeasCMCOCM01.01.011.URT143831,869.82,340.825,1011223.606,396231.7326
Super Cereal (CSB+) With Sugar,CMCO,CM01.01.011.URT1,2020-01-01,Super Cereal (CSB+) With SugarCMCOCM01.01.011.URT143831,86.025,0,42567.58605,0
Vegetable Oil,CMCO,CM01.01.011.URT1,2020-01-01,Vegetable OilCMCOCM01.01.011.URT143831,272.6252477,80.25424771,452478.3565,133198.6322
Iodized Salt,CMCO,CM01.01.021.ACL1,2020-01-01,Iodized SaltCMCOCM01.01.021.ACL143831,0,0,0,0
Rice,CMCO,CM01.01.021.ACL1,2020-01-01,RiceCMCOCM01.01.021.ACL143831,0,0,0,0
Sorghum/Millet,CMCO,CM01.01.021.ACL1,2020-01-01,Sorghum/MilletCMCOCM01.01.021.ACL143831,0,0,0,0
Split Peas,CMCO,CM01.01.021.ACL1,2020-01-01,Split PeasCMCOCM01.01.021.ACL143831,0,0,0,0
Vegetable Oil,CMCO,CM01.01.021.ACL1,2020-01-01,Vegetable OilCMCOCM01.01.021.ACL143831,0,0,0,0
Iodized Salt,CMCO,CM01.01.021.SMP1,2020-01-01,Iodized SaltCMCOCM01.01.021.SMP143831,1.188,0,799.1184396,0
Rice,CMCO,CM01.01.021.SMP1,2020-01-01,RiceCMCOCM01.01.021.SMP143831,55.44,0,45949.33659,0
Split Peas,CMCO,CM01.01.021.SMP1,2020-01-01,Split PeasCMCOCM01.01.021.SMP143831,35.64,0,39144.4002,0
Super Cereal (CSB+) With Sugar,CMCO,CM01.01.021.SMP1,2020-01-01,Super Cereal (CSB+) With SugarCMCOCM01.01.021.SMP143831,0,0,0,0
Vegetable Oil,CMCO,CM01.01.021.SMP1,2020-01-01,Vegetable OilCMCOCM01.01.021.SMP143831,5.94,0,9546.903342,0
Iodized Salt,CMCO,CM01.01.021.URT1,2020-01-01,Iodized SaltCMCOCM01.01.021.URT143831,0,0,0,0
Sorghum/Millet,CMCO,CM01.01.021.URT1,2020-01-01,Sorghum/MilletCMCOCM01.01.021.URT143831,0,0,0,0
Split Peas,CMCO,CM01.01.021.URT1,2020-01-01,Split PeasCMCOCM01.01.021.URT143831,0,0,0,0
Super Cereal (CSB+) With Sugar,CMCO,CM01.01.021.URT1,2020-01-01,Super Cereal (CSB+) With SugarCMCOCM01.01.021.URT143831,0,0,0,0
Vegetable Oil,CMCO,CM01.01.021.URT1,2020-01-01,Vegetable OilCMCOCM01.01.021.URT143831,0,0,0,0
Iodized Salt,CMCO,CM01.02.031.NPA1,2020-01-01,Iodized SaltCMCOCM01.02.031.NPA143831,0,0,0,0
LNS-LQ,CMCO,CM01.02.031.NPA1,2020-01-01,LNS-LQCMCOCM01.02.031.NPA143831,0,0,0,0
Sorghum/Millet,CMCO,CM01.02.031.NPA1,2020-01-01,Sorghum/MilletCMCOCM01.02.031.NPA143831,0,0,0,0
Split Peas,CMCO,CM01.02.031.NPA1,2020-01-01,Split PeasCMCOCM01.02.031.NPA143831,0,0,0,0
Super Cereal (CSB+) With Sugar,CMCO,CM01.02.031.NPA1,2020-01-01,Super Cereal (CSB+) With SugarCMCOCM01.02.031.NPA143831,0,0,0,0
Super Cereal Plus (CSB++),CMCO,CM01.02.031.NPA1,2020-01-01,Super Cereal Plus (CSB++)CMCOCM01.02.031.NPA143831,317.9559,20.325,735530.099,47017.99609
Vegetable Oil,CMCO,CM01.02.031.NPA1,2020-01-01,Vegetable OilCMCOCM01.02.031.NPA143831,0,0,0,0
Lentils,COCO,CO01.01.021.SMP1,2020-01-01,LentilsCOCOCO01.01.021.SMP143831,2.01,2.01,2068.391602,2068.391602
Rice,COCO,CO01.01.021.SMP1,2020-01-01,RiceCOCOCO01.01.021.SMP143831,6,6,6174.30329,6174.30329
Vegetable Oil,COCO,CO01.01.021.SMP1,2020-01-01,Vegetable OilCOCOCO01.01.021.SMP143831,0.99,0.99,1018.760043,1018.760043
Lentils,COCO,CO01.01.021.URT1,2020-01-01,LentilsCOCOCO01.01.021.URT143831,24.12,0,23638.97665,0
Rice,COCO,CO01.01.021.URT1,2020-01-01,RiceCOCOCO01.01.021.URT143831,72,0,70564.10941,0
Vegetable Oil,COCO,CO01.01.021.URT1,2020-01-01,Vegetable OilCOCOCO01.01.021.URT143831,11.88,0,11643.07805,0
Lentils,COCO,CO01.02.031.NPA1,2020-01-01,LentilsCOCOCO01.02.031.NPA143831,6.03,6.03,5574.961741,5574.961741
Rice,COCO,CO01.02.031.NPA1,2020-01-01,RiceCOCOCO01.02.031.NPA143831,18,18,16641.67684,16641.67684
Vegetable Oil,COCO,CO01.02.031.NPA1,2020-01-01,Vegetable OilCOCOCO01.02.031.NPA143831,2.97,2.97,2745.876678,2745.876678
Beans,COCO,CO01.02.031.SMP1,2020-01-01,BeansCOCOCO01.02.031.SMP143831,0,0,0,0
Biscuits,COCO,CO01.02.031.SMP1,2020-01-01,BiscuitsCOCOCO01.02.031.SMP143831,0,0,0,0
Dried Whole Milk,COCO,CO01.02.031.SMP1,2020-01-01,Dried Whole MilkCOCOCO01.02.031.SMP143831,0,0,0,0
Iodized Salt,COCO,CO01.02.031.SMP1,2020-01-01,Iodized SaltCOCOCO01.02.031.SMP143831,0,0,0,0
Lentils,COCO,CO01.02.031.SMP1,2020-01-01,LentilsCOCOCO01.02.031.SMP143831,0,0,0,0
Maize,COCO,CO01.02.031.SMP1,2020-01-01,MaizeCOCOCO01.02.031.SMP143831,0,0,0,0
Maize Meal,COCO,CO01.02.031.SMP1,2020-01-01,Maize MealCOCOCO01.02.031.SMP143831,0,0,0,0
Rice,COCO,CO01.02.031.SMP1,2020-01-01,RiceCOCOCO01.02.031.SMP143831,0,0,0,0
Sugar,COCO,CO01.02.031.SMP1,2020-01-01,SugarCOCOCO01.02.031.SMP143831,0,0,0,0
Vegetable Oil,COCO,CO01.02.031.SMP1,2020-01-01,Vegetable OilCOCOCO01.02.031.SMP143831,0,0,0,0
Super Cereal (CSB+),CUCO,CU02.02.021.NPA1,2020-01-01,Super Cereal (CSB+)CUCOCU02.02.021.NPA143831,52.479,52.479,4069.181255,4069.181255
Iodized Salt,DJCO,DJ02.01.011.URT1,2020-01-01,Iodized SaltDJCODJ02.01.011.URT143831,2.7,0,1671.196535,0
Rice,DJCO,DJ02.01.011.URT1,2020-01-01,RiceDJCODJ02.01.011.URT143831,0,0,0,0
Sorghum Flour,DJCO,DJ02.01.011.URT1,2020-01-01,Sorghum FlourDJCODJ02.01.011.URT143831,0,0,0,0
Split Peas,DJCO,DJ02.01.011.URT1,2020-01-01,Split PeasDJCODJ02.01.011.URT143831,32.4,0,35298.23587,0
Sugar,DJCO,DJ02.01.011.URT1,2020-01-01,SugarDJCODJ02.01.011.URT143831,10.8,0,11442.96208,0
Super Cereal (WSB+),DJCO,DJ02.01.011.URT1,2020-01-01,Super Cereal (WSB+)DJCODJ02.01.011.URT143831,0,0,0,0
Super Cereal Plus (WSB++),DJCO,DJ02.01.011.URT1,2020-01-01,Super Cereal Plus (WSB++)DJCODJ02.01.011.URT143831,10.23,0,18663.06422,0
Vegetable Oil,DJCO,DJ02.01.011.URT1,2020-01-01,Vegetable OilDJCODJ02.01.011.URT143831,16.2,0,32269.56773,0
Wheat Flour,DJCO,DJ02.01.011.URT1,2020-01-01,Wheat FlourDJCODJ02.01.011.URT143831,162,0,167860.7125,0
Iodized Salt,DJCO,DJ02.01.021.CSI1,2020-01-01,Iodized SaltDJCODJ02.01.021.CSI143831,1.02375,0.99875,639.692046,624.0707506
Rice,DJCO,DJ02.01.021.CSI1,2020-01-01,RiceDJCODJ02.01.021.CSI143831,25.59375,0,24265.87174,0
Sorghum Flour,DJCO,DJ02.01.021.CSI1,2020-01-01,Sorghum FlourDJCODJ02.01.021.CSI143831,42,42,35087.11038,35087.11038
Split Peas,DJCO,DJ02.01.021.CSI1,2020-01-01,Split PeasDJCODJ02.01.021.CSI143831,28.7175,0,31413.03394,0
Sugar,DJCO,DJ02.01.021.CSI1,2020-01-01,SugarDJCODJ02.01.021.CSI143831,9.73875,0,10362.41564,0
Super Cereal (WSB+),DJCO,DJ02.01.021.CSI1,2020-01-01,Super Cereal (WSB+)DJCODJ02.01.021.CSI143831,20.475,0,23131.38672,0
Vegetable Oil,DJCO,DJ02.01.021.CSI1,2020-01-01,Vegetable OilDJCODJ02.01.021.CSI143831,14.35875,0,28624.53433,0
Wheat Flour,DJCO,DJ02.01.021.CSI1,2020-01-01,Wheat FlourDJCODJ02.01.021.CSI143831,75.99375,0,79091.00332,0
Iodized Salt,DJCO,DJ02.01.021.NTA1,2020-01-01,Iodized SaltDJCODJ02.01.021.NTA143831,0.18,0.18,106.8918709,106.8918709
Rice,DJCO,DJ02.01.021.NTA1,2020-01-01,RiceDJCODJ02.01.021.NTA143831,1.8,0,1666.377456,0
Split Peas,DJCO,DJ02.01.021.NTA1,2020-01-01,Split PeasDJCODJ02.01.021.NTA143831,0.72,0,774.2985941,0
Sugar,DJCO,DJ02.01.021.NTA1,2020-01-01,SugarDJCODJ02.01.021.NTA143831,1.7325,0,1810.101939,0
Super Cereal (WSB+),DJCO,DJ02.01.021.NTA1,2020-01-01,Super Cereal (WSB+)DJCODJ02.01.021.NTA143831,17.325,0,19269.72409,0
Super Cereal Plus (WSB++),DJCO,DJ02.01.021.NTA1,2020-01-01,Super Cereal Plus (WSB++)DJCODJ02.01.021.NTA143831,36.9,18.964,67439.09024,34658.94058
Vegetable Oil,DJCO,DJ02.01.021.NTA1,2020-01-01,Vegetable OilDJCODJ02.01.021.NTA143831,5.94,0,11875.05285,0
Wheat Flour,DJCO,DJ02.01.021.NTA1,2020-01-01,Wheat FlourDJCODJ02.01.021.NTA143831,1.8,0,1837.59392,0
Micronutrition Powder,DOCO,DO02.02.021.CSI1,2020-01-01,Micronutrition PowderDOCODO02.02.021.CSI143831,0.8219,0,26549.0807,0
Super Cereal (CSB+),DOCO,DO02.02.021.CSI1,2020-01-01,Super Cereal (CSB+)DOCODO02.02.021.CSI143831,73.913,0,84266.08574,0
Super Cereal Plus (CSB++),DOCO,DO02.02.021.CSI1,2020-01-01,Super Cereal Plus (CSB++)DOCODO02.02.021.CSI143831,13.6948,0,26079.94354,0
Dried Skimmed Milk,DZCO,DZ02.01.011.SMP1,2020-01-01,Dried Skimmed MilkDZCODZ02.01.011.SMP143831,63.4112,0,203508.0354,0
High Energy Biscuits,DZCO,DZ02.01.011.SMP1,2020-01-01,High Energy BiscuitsDZCODZ02.01.011.SMP143831,39.632,0,56204.39478,0
Barley,DZCO,DZ02.01.011.URT1,2020-01-01,BarleyDZCODZ02.01.011.URT143831,100.254,0.204,57903.79949,117.8244768
Lentils,DZCO,DZ02.01.011.URT1,2020-01-01,LentilsDZCODZ02.01.011.URT143831,267.344,0,186657.9003,0
Pasta,DZCO,DZ02.01.011.URT1,2020-01-01,PastaDZCODZ02.01.011.URT143831,247.2932,0,29478.46638,0
Rice,DZCO,DZ02.01.011.URT1,2020-01-01,RiceDZCODZ02.01.011.URT143831,187.1408,0,123888.4989,0
Sugar,DZCO,DZ02.01.011.URT1,2020-01-01,SugarDZCODZ02.01.011.URT143831,100.254,0,57903.79949,0
Super Cereal (CSB+),DZCO,DZ02.01.011.URT1,2020-01-01,Super Cereal (CSB+)DZCODZ02.01.011.URT143831,133.672,0,93328.95016,0
Vegetable Oil,DZCO,DZ02.01.011.URT1,2020-01-01,Vegetable OilDZCODZ02.01.011.URT143831,122.97824,0,157807.4053,0
Wheat Flour,DZCO,DZ02.01.011.URT1,2020-01-01,Wheat FlourDZCODZ02.01.011.URT143831,1069.376,2100.502,346759.2739,681115.4807
LNS-LQ,DZCO,DZ02.02.021.NTA1,2020-01-01,LNS-LQDZCODZ02.02.021.NTA143831,1.86,0,4877.426686,0
Micronutrition Powder,DZCO,DZ02.02.021.NTA1,2020-01-01,Micronutrition PowderDZCODZ02.02.021.NTA143831,0.24,0.24,646.0862384,646.0862384
Super Cereal (CSB+) With Sugar,DZCO,DZ02.02.021.NTA1,2020-01-01,Super Cereal (CSB+) With SugarDZCODZ02.02.021.NTA143831,4.557,0,3632.173679,0
Vegetable Oil,DZCO,DZ02.02.021.NTA1,2020-01-01,Vegetable OilDZCODZ02.02.021.NTA143831,0.4557,0.4557,593.6709946,593.6709946
High Energy Biscuits,EGCO,EG02.01.011.SMP1,2020-01-01,High Energy BiscuitsEGCOEG02.01.011.SMP143831,51.58826667,51.58826667,118139.7027,118139.7027
Rice,EGCO,EG02.01.011.SMP1,2020-01-01,RiceEGCOEG02.01.011.SMP143831,0,0,0,0
Vegetable Oil,EGCO,EG02.01.011.SMP1,2020-01-01,Vegetable OilEGCOEG02.01.011.SMP143831,0,0,0,0
Vegetable Oil,EGCO,EG02.04.041.CAR1,2020-01-01,Vegetable OilEGCOEG02.04.041.CAR143831,3.27918,3.27918,4630.647379,4630.647379
Wheat Flour,EGCO,EG02.04.041.CAR1,2020-01-01,Wheat FlourEGCOEG02.04.041.CAR143831,35.991,35.991,13613.61925,13613.61925
LNS-LQ,ETCO,ET01.01.011.NTA1,2020-01-01,LNS-LQETCOET01.01.011.NTA143831,960.516,0,3034731.3,0
Super Cereal Plus (CSB++),ETCO,ET01.01.011.NTA1,2020-01-01,Super Cereal Plus (CSB++)ETCOET01.01.011.NTA143831,2458.905,0,4226566.646,0
Maize,ETCO,ET01.01.011.URT1,2020-01-01,MaizeETCOET01.01.011.URT143831,26421.42,0,19492484.77,0
Split Peas,ETCO,ET01.01.011.URT1,2020-01-01,Split PeasETCOET01.01.011.URT143831,2642.142,0,2060293.388,0
Vegetable Oil,ETCO,ET01.01.011.URT1,2020-01-01,Vegetable OilETCOET01.01.011.URT143831,792.6426,0,1124441.569,0
High Energy Biscuits,ETCO,ET01.01.011.URT3,2020-01-01,High Energy BiscuitsETCOET01.01.011.URT343831,4.5,4.5,8292.921128,8292.921128
Iodized Salt,ETCO,ET01.01.011.URT3,2020-01-01,Iodized SaltETCOET01.01.011.URT343831,98.62515,0,60131.12769,0
LNS-LQ,ETCO,ET01.01.011.URT3,2020-01-01,LNS-LQETCOET01.01.011.URT343831,45,0,147320.5023,0
Maize,ETCO,ET01.01.011.URT3,2020-01-01,MaizeETCOET01.01.011.URT343831,7355.91537,0,5837505.418,0
Split Peas,ETCO,ET01.01.011.URT3,2020-01-01,Split PeasETCOET01.01.011.URT343831,986.2515,0,824699.2424,0
Sugar,ETCO,ET01.01.011.URT3,2020-01-01,SugarETCOET01.01.011.URT343831,55,0,54823.14303,0
Super Cereal (CSB+),ETCO,ET01.01.011.URT3,2020-01-01,Super Cereal (CSB+)ETCOET01.01.011.URT343831,925.92599,0,914515.249,0
Super Cereal Plus (CSB++),ETCO,ET01.01.011.URT3,2020-01-01,Super Cereal Plus (CSB++)ETCOET01.01.011.URT343831,736.992,0,1172606.314,0
Vegetable Oil,ETCO,ET01.01.011.URT3,2020-01-01,Vegetable OilETCOET01.01.011.URT343831,633.0009,0,939337.5988,0
Sorghum/Millet,ETCO,ET01.01.023.CSI2,2020-01-01,Sorghum/MilletETCOET01.01.023.CSI243831,0,0,0,0
Sorghum/Millet,ETCO,ET01.01.023.SMP1,2020-01-01,Sorghum/MilletETCOET01.01.023.SMP143831,15.3387,15.3387,11949.33516,11949.33516
Beans,GMCO,GM02.01.021.SMP1,2020-01-01,BeansGMCOGM02.01.021.SMP143831,6.904656,6.904656,5688.420802,5688.420802
Iodized Salt,GMCO,GM02.01.021.SMP1,2020-01-01,Iodized SaltGMCOGM02.01.021.SMP143831,5.97807,0,2909.253997,0
Rice,GMCO,GM02.01.021.SMP1,2020-01-01,RiceGMCOGM02.01.021.SMP143831,82.97328,0,69004.63727,0
Vegetable Oil - Palmolien,GMCO,GM02.01.021.SMP1,2020-01-01,Vegetable Oil - PalmolienGMCOGM02.01.021.SMP143831,4.1427936,0,7553.67248,0
Super Cereal (CSB+) With Sugar,GMCO,GM02.02.031.NTA1,2020-01-01,Super Cereal (CSB+) With SugarGMCOGM02.02.031.NTA143831,0,0,0,0
Super Cereal Plus (CSB++),GMCO,GM02.02.031.NTA1,2020-01-01,Super Cereal Plus (CSB++)GMCOGM02.02.031.NTA143831,0,0,0,0
Vegetable Oil - Palmolien,GMCO,GM02.02.031.NTA1,2020-01-01,Vegetable Oil - PalmolienGMCOGM02.02.031.NTA143831,0,0,0,0
Iodized Salt,GNCO,GN02.01.011.SMP1,2020-01-01,Iodized SaltGNCOGN02.01.011.SMP143831,6.5055,0,4527.822535,0
LNS-LQ,GNCO,GN02.01.011.SMP1,2020-01-01,LNS-LQGNCOGN02.01.011.SMP143831,4,4,18347.64591,18347.64591
Micronutrition Powder,GNCO,GN02.01.011.SMP1,2020-01-01,Micronutrition PowderGNCOGN02.01.011.SMP143831,0.8674,0.8674,15751.16447,15751.16447
Rice,GNCO,GN02.01.011.SMP1,2020-01-01,RiceGNCOGN02.01.011.SMP143831,325.275,0,394096.1463,0
Split Peas,GNCO,GN02.01.011.SMP1,2020-01-01,Split PeasGNCOGN02.01.011.SMP143831,65.055,0,62792.0249,0
Super Cereal Plus (CSB++),GNCO,GN02.01.011.SMP1,2020-01-01,Super Cereal Plus (CSB++)GNCOGN02.01.011.SMP143831,4,0,7360.110434,0
Vegetable Oil - Palmolien,GNCO,GN02.01.011.SMP1,2020-01-01,Vegetable Oil - PalmolienGNCOGN02.01.011.SMP143831,32.935,0,46997.00549,0
Iodized Salt,GNCO,GN02.02.031.NPA1,2020-01-01,Iodized SaltGNCOGN02.02.031.NPA143831,0.6,0.6,400.3174251,400.3174251
LNS-LQ,GNCO,GN02.02.031.NPA1,2020-01-01,LNS-LQGNCOGN02.02.031.NPA143831,14.106,14.106,63574.46527,63574.46527
LNS-MQ,GNCO,GN02.02.031.NPA1,2020-01-01,LNS-MQGNCOGN02.02.031.NPA143831,7.05,0,27616.97851,0
Rice,GNCO,GN02.02.031.NPA1,2020-01-01,RiceGNCOGN02.02.031.NPA143831,24,0,28223.77559,0
Split Peas,GNCO,GN02.02.031.NPA1,2020-01-01,Split PeasGNCOGN02.02.031.NPA143831,7.2,0,6716.653301,0
Super Cereal (CSB+) With Sugar,GNCO,GN02.02.031.NPA1,2020-01-01,Super Cereal (CSB+) With SugarGNCOGN02.02.031.NPA143831,65.265,15.704,78461.28479,18879.27705
Super Cereal Plus (CSB++),GNCO,GN02.02.031.NPA1,2020-01-01,Super Cereal Plus (CSB++)GNCOGN02.02.031.NPA143831,28.212,0,50673.56127,0
Vegetable Oil - Palmolien,GNCO,GN02.02.031.NPA1,2020-01-01,Vegetable Oil - PalmolienGNCOGN02.02.031.NPA143831,9.5265,0,13227.93146,0
Super Cereal Plus (CSB++),GTCO,GT01.02.011.NPA1,2020-01-01,Super Cereal Plus (CSB++)GTCOGT01.02.011.NPA143831,0,0,0,0
Beans,GWCO,GW02.01.021.SMP1,2020-01-01,BeansGWCOGW02.01.021.SMP143831,41.04,41.04,48564.30327,48564.30327
Canned Fish,GWCO,GW02.01.021.SMP1,2020-01-01,Canned FishGWCOGW02.01.021.SMP143831,6.84,0,38195.11104,0
Iodized Salt,GWCO,GW02.01.021.SMP1,2020-01-01,Iodized SaltGWCOGW02.01.021.SMP143831,0,0,0,0
Rice,GWCO,GW02.01.021.SMP1,2020-01-01,RiceGWCOGW02.01.021.SMP143831,342,342,273883.9319,273883.9319
Tubers Fresh,GWCO,GW02.01.021.SMP1,2020-01-01,Tubers FreshGWCOGW02.01.021.SMP143831,37.62,37.62,57273.32678,57273.32678
Vegetable Oil,GWCO,GW02.01.021.SMP1,2020-01-01,Vegetable OilGWCOGW02.01.021.SMP143831,20.52,20.52,26787.73255,26787.73255
Super Cereal (CSB+) With Sugar,GWCO,GW02.02.031.NPA1,2020-01-01,Super Cereal (CSB+) With SugarGWCOGW02.02.031.NPA143831,1.5,1.5,1862.789169,1862.789169
Super Cereal Plus (WSB++),GWCO,GW02.02.031.NPA1,2020-01-01,Super Cereal Plus (WSB++)GWCOGW02.02.031.NPA143831,1.998,1.998,3786.239363,3786.239363
Vegetable Oil,GWCO,GW02.02.031.NPA1,2020-01-01,Vegetable OilGWCOGW02.02.031.NPA143831,0.15,0.15,231.9420768,231.9420768
Beans,HNCO,HN01.01.011.SMP1,2020-01-01,BeansHNCOHN01.01.011.SMP143831,0,0,0,0
Dried Fruits,HNCO,HN01.01.011.SMP1,2020-01-01,Dried FruitsHNCOHN01.01.011.SMP143831,13.433,0,23925.96873,0
Maize Meal,HNCO,HN01.01.011.SMP1,2020-01-01,Maize MealHNCOHN01.01.011.SMP143831,0,0,0,0
Rice,HNCO,HN01.01.011.SMP1,2020-01-01,RiceHNCOHN01.01.011.SMP143831,0,0,0,0
Vegetable Oil,HNCO,HN01.01.011.SMP1,2020-01-01,Vegetable OilHNCOHN01.01.011.SMP143831,0,0,0,0
Beans,HNCO,HN01.01.041.URT1,2020-01-01,BeansHNCOHN01.01.041.URT143831,0,0,0,0
Maize,HNCO,HN01.01.041.URT1,2020-01-01,MaizeHNCOHN01.01.041.URT143831,0,0,0,0
Rice,HNCO,HN01.01.041.URT1,2020-01-01,RiceHNCOHN01.01.041.URT143831,0,0,0,0
Super Cereal (CSB+),HNCO,HN01.01.041.URT1,2020-01-01,Super Cereal (CSB+)HNCOHN01.01.041.URT143831,0,0,0,0
Vegetable Oil,HNCO,HN01.01.041.URT1,2020-01-01,Vegetable OilHNCOHN01.01.041.URT143831,0,0,0,0
Super Cereal (CSB+),HNCO,HN01.02.021.NPA1,2020-01-01,Super Cereal (CSB+)HNCOHN01.02.021.NPA143831,0,0,0,0
Super Cereal Plus (CSB++),HNCO,HN01.02.021.NPA1,2020-01-01,Super Cereal Plus (CSB++)HNCOHN01.02.021.NPA143831,85.8266,0,148345.2097,0
Vegetable Oil,HNCO,HN01.02.021.NPA1,2020-01-01,Vegetable OilHNCOHN01.02.021.NPA143831,0,0,0,0
Beans,HTCO,HT02.01.011.URT1,2020-01-01,BeansHTCOHT02.01.011.URT143831,0,0,0,0
High Energy Biscuits,HTCO,HT02.01.011.URT1,2020-01-01,High Energy BiscuitsHTCOHT02.01.011.URT143831,0,0,0,0
Iodized Salt,HTCO,HT02.01.011.URT1,2020-01-01,Iodized SaltHTCOHT02.01.011.URT143831,0,0,0,0
Peas,HTCO,HT02.01.011.URT1,2020-01-01,PeasHTCOHT02.01.011.URT143831,728.75,153.083,448442.9769,94201.024
Rice,HTCO,HT02.01.011.URT1,2020-01-01,RiceHTCOHT02.01.011.URT143831,2915,1557.893,3371818.857,1802035.333
Vegetable Oil,HTCO,HT02.01.011.URT1,2020-01-01,Vegetable OilHTCOHT02.01.011.URT143831,268.18,50.981,366215.1615,69617.47762
Beans,HTCO,HT02.01.021.SMP1,2020-01-01,BeansHTCOHT02.01.021.SMP143831,0,0,0,0
Bulgur Wheat,HTCO,HT02.01.021.SMP1,2020-01-01,Bulgur WheatHTCOHT02.01.021.SMP143831,0,0,0,0
Iodized Salt,HTCO,HT02.01.021.SMP1,2020-01-01,Iodized SaltHTCOHT02.01.021.SMP143831,10.60334918,0,5925.634195,0
Maize Meal,HTCO,HT02.01.021.SMP1,2020-01-01,Maize MealHTCOHT02.01.021.SMP143831,177.2031715,177.2031715,168210.8336,168210.8336
Peas,HTCO,HT02.01.021.SMP1,2020-01-01,PeasHTCOHT02.01.021.SMP143831,106.0334918,40.74449181,75888.74293,29161.05291
Rice,HTCO,HT02.01.021.SMP1,2020-01-01,RiceHTCOHT02.01.021.SMP143831,246.9307957,0,329060.9525,0
Vegetable Oil,HTCO,HT02.01.021.SMP1,2020-01-01,Vegetable OilHTCOHT02.01.021.SMP143831,35.34449727,0,55511.77609,0
LNS-MQ,HTCO,HT02.01.021.URT1,2020-01-01,LNS-MQHTCOHT02.01.021.URT143831,19.32,19.32,255209.6085,255209.6085
Super Cereal (CSB+),HTCO,HT02.01.021.URT1,2020-01-01,Super Cereal (CSB+)HTCOHT02.01.021.URT143831,2.4,0,18457.83457,0
Iodized Salt,HTCO,HT02.03.031.SMP1,2020-01-01,Iodized SaltHTCOHT02.03.031.SMP143831,2.058,0,1143.718173,0
Vegetable Oil,HTCO,HT02.03.031.SMP1,2020-01-01,Vegetable OilHTCOHT02.03.031.SMP143831,6.86,0,10672.24862,0
Biscuits,IRCO,IR01.01.011.CSB1,2020-01-01,BiscuitsIRCOIR01.01.011.CSB143831,12.32,12.32,25296.98808,25296.98808
Nuts,IRCO,IR01.01.011.CSB1,2020-01-01,NutsIRCOIR01.01.011.CSB143831,1.232,1.232,8309.872674,8309.872674
Uht Milk,IRCO,IR01.01.011.CSB1,2020-01-01,Uht MilkIRCOIR01.01.011.CSB143831,30.8,30.8,42234.89014,42234.89014
Vegetable Oil,IRCO,IR01.01.011.URT1,2020-01-01,Vegetable OilIRCOIR01.01.011.URT143831,25.11,0,35564.52468,0
Wheat Flour,IRCO,IR01.01.011.URT1,2020-01-01,Wheat FlourIRCOIR01.01.011.URT143831,279,0,116462.9445,0
Rations,JOCO,JO02.01.011.URT1,2020-01-01,RationsJOCOJO02.01.011.URT143831,5.51,0,11898.5588,0
High Energy Biscuits,JOCO,JO02.01.021.SMP1,2020-01-01,High Energy BiscuitsJOCOJO02.01.021.SMP143831,0,0,0,0
LNS-LQ,KECO,KE01.01.011.URT1,2020-01-01,LNS-LQKECOKE01.01.011.URT143831,37.2,0,134892.9604,0
Maize,KECO,KE01.01.011.URT1,2020-01-01,MaizeKECOKE01.01.011.URT143831,1376.73,0,1251543.879,0
Split Peas,KECO,KE01.01.011.URT1,2020-01-01,Split PeasKECOKE01.01.011.URT143831,797.356,0,1054087.392,0
Sugar,KECO,KE01.01.011.URT1,2020-01-01,SugarKECOKE01.01.011.URT143831,0,0,0,0
Super Cereal (CSB+),KECO,KE01.01.011.URT1,2020-01-01,Super Cereal (CSB+)KECOKE01.01.011.URT143831,0,0,0,0
Super Cereal Plus (CSB++),KECO,KE01.01.011.URT1,2020-01-01,Super Cereal Plus (CSB++)KECOKE01.01.011.URT143831,225.215,0,366920.7076,0
Vegetable Oil,KECO,KE01.01.011.URT1,2020-01-01,Vegetable OilKECOKE01.01.011.URT143831,419.141,0,794637.657,0
LNS-LQ,KECO,KE01.01.011.URT2,2020-01-01,LNS-LQKECOKE01.01.011.URT243831,331.7,0,1145119.442,0
Super Cereal Plus (CSB++),KECO,KE01.01.011.URT2,2020-01-01,Super Cereal Plus (CSB++)KECOKE01.01.011.URT243831,547.5,222,903025.9991,410239.7547
Maize,KECO,KE01.04.021.ACL1,2020-01-01,MaizeKECOKE01.04.021.ACL143831,0,0,0,0
Micronutrition Powder,KECO,KE01.04.021.ACL1,2020-01-01,Micronutrition PowderKECOKE01.04.021.ACL143831,0.290355,0.290355,7133.711197,7133.711197
Split Peas,KECO,KE01.04.021.ACL1,2020-01-01,Split PeasKECOKE01.04.021.ACL143831,0,0,0,0
Vegetable Oil,KECO,KE01.04.021.ACL1,2020-01-01,Vegetable OilKECOKE01.04.021.ACL143831,0,0,0,0
Wheat Flour,KGCO,KG01.01.013.SMP1,2020-01-01,Wheat FlourKGCOKG01.01.013.SMP143831,93.6,87.95,90194.50416,84750.07095
Vegetable Oil,KGCO,KG01.03.021.ACL1,2020-01-01,Vegetable OilKGCOKG01.03.021.ACL143831,0,0,0,0
Wheat Flour,KGCO,KG01.03.021.ACL1,2020-01-01,Wheat FlourKGCOKG01.03.021.ACL143831,0,0,0,0
